Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_048182325.1	A.coerulescens_AC_1873_20954_pri_1.0	Aphelocoma coerulescens					AC_1873_20954	male		Contig	2025-02-27	JBKSIP01	811
GCA_048182505.1	A.coerulescens_AC_1713_89780_pri_1.0	Aphelocoma coerulescens					AC_1713_89780	male		Contig	2025-02-27	JBKSIZ01	947
GCA_048454555.1	A.coerulescens_AC_1873_20946_hap1_1.0	Aphelocoma coerulescens					AC_1873_20946	female		Contig	2025-03-06	JBKSLR01	1166
GCA_046618735.1	NY_2_hap2	Haemorhous mexicanus					NY_2	female		Contig	2025-01-14	JBHOIF01	435
GCA_046618935.1	OH_2_hap2	Haemorhous mexicanus					OH_2	female		Contig	2025-01-14	JBHOIJ01	511
GCA_046618975.1	AL_2_hap2	Haemorhous mexicanus					AL_2	male		Contig	2025-01-14	JBHOIN01	492
GCA_048454635.1	A.coerulescens_AC_1873_20930_hap2_1.0	Aphelocoma coerulescens					AC_1873_20930	female		Contig	2025-03-06	JBKSLW01	759
GCA_046619345.1	NM_2_hap1	Haemorhous mexicanus					NM_2	female		Contig	2025-01-14	JBHOIY01	780
GCA_048454595.1	A.coerulescens_AC_1873_20934_hap1_1.0	Aphelocoma coerulescens					AC_1873_20934	male		Contig	2025-03-06	JBKSLT01	924
GCA_046618675.1	MA_1_hap2	Haemorhous mexicanus					MA_1	male		Contig	2025-01-14	JBHOID01	480
GCA_046619185.1	OH_1_hap1	Haemorhous mexicanus					OH_1	female		Contig	2025-01-14	JBHOIK01	661
GCA_048454755.1	A.coerulescens_AC_1873_10717_hap2_1.0	Aphelocoma coerulescens					AC_1873_10717	female		Contig	2025-03-06	JBKSME01	969
GCA_046619305.1	AZ_2_hap1	Haemorhous mexicanus					AZ_2	male		Scaffold	2025-01-14	JBHOIU01	870
GCA_046618745.1	NY_2_hap1	Haemorhous mexicanus					NY_2	female		Contig	2025-01-14	JBHOIE01	617
GCA_046618945.1	OH_1_hap2	Haemorhous mexicanus					OH_1	female		Contig	2025-01-14	JBHOIL01	503
GCA_048454835.1	A.coerulescens_AC_1873_10717_hap1_1.0	Aphelocoma coerulescens					AC_1873_10717	female		Contig	2025-03-06	JBKSMD01	1174
GCA_046619255.1	AL_1_hap1	Haemorhous mexicanus					AL_1	male		Contig	2025-01-14	JBHOIO01	845
GCA_046619155.1	OH_2_hap1	Haemorhous mexicanus					OH_2	female		Contig	2025-01-14	JBHOII01	731
GCA_046619065.1	NM_2_hap2	Haemorhous mexicanus					NM_2	female		Contig	2025-01-14	JBHOIZ01	507
GCA_046618625.1	MA_2_hap2	Haemorhous mexicanus					MA_2	female		Contig	2025-01-14	JBHOIB01	600
GCA_048454875.1	A.coerulescens_AC_1873_10702_hap1_1.0	Aphelocoma coerulescens					AC_1873_10702	female		Contig	2025-03-06	JBKSMF01	1124
GCA_046618755.1	MA_2_hap1	Haemorhous mexicanus					MA_2	female		Contig	2025-01-14	JBHOIA01	862
GCA_046618825.1	NY_1_hap1	Haemorhous mexicanus					NY_1	male		Scaffold	2025-01-14	JBHOIG01	846
GCA_014595935.1	HGFv1	Numida meleagris	Indigenous			Domestic-HGF, assemble	YPT65100	male		Scaffold	2020-09-21	JABXER01	1126
GCA_046619285.1	WA_1_hap1	Haemorhous mexicanus					WA_1	female		Contig	2025-01-14	JBHOIS01	887
GCA_048454815.1	A.coerulescens_AC_1873_10093_hap1_1.0	Aphelocoma coerulescens					AC_1873_10093	male		Contig	2025-03-06	JBKSMH01	952
GCA_046619105.1	AZ_2_hap2	Haemorhous mexicanus					AZ_2	male		Scaffold	2025-01-14	JBHOIV01	595
GCA_046618985.1	NY_1_hap2	Haemorhous mexicanus					NY_1	male		Scaffold	2025-01-14	JBHOIH01	595
GCA_048182285.1	A.coerulescens_AC_1873_20970_pri_1.0	Aphelocoma coerulescens					AC_1873_20970	female		Contig	2025-02-27	JBKSIO01	1048
GCA_046619045.1	WA_1_hap2	Haemorhous mexicanus					WA_1	female		Contig	2025-01-14	JBHOIT01	614
GCA_048454535.1	A.coerulescens_AC_1873_20946_hap2_1.0	Aphelocoma coerulescens					AC_1873_20946	female		Contig	2025-03-06	JBKSLS01	974
GCA_048454775.1	A.coerulescens_AC_1873_10831_hap1_1.0	Aphelocoma coerulescens					AC_1873_10831	female		Contig	2025-03-06	JBKSLZ01	1227
GCA_048454995.1	A.coerulescens_AC_1603_72852_hap1_1.0	Aphelocoma coerulescens					AC_1603_72852	female		Contig	2025-03-06	JBKSMN01	1088
GCA_048454515.1	A.coerulescens_AC_1873_20954_hap1_1.0	Aphelocoma coerulescens					AC_1873_20954	male		Contig	2025-03-06	JBKSLP01	1180
GCA_048454675.1	A.coerulescens_AC_1873_20908_hap1_1.0	Aphelocoma coerulescens					AC_1873_20908	male		Contig	2025-03-06	JBKSLX01	1182
GCA_048454695.1	A.coerulescens_AC_1873_10831_hap2_1.0	Aphelocoma coerulescens					AC_1873_10831	female		Contig	2025-03-06	JBKSMA01	1052
GCA_048454715.1	A.coerulescens_AC_1873_10752_hap1_1.0	Aphelocoma coerulescens					AC_1873_10752	female		Contig	2025-03-06	JBKSMB01	1072
GCA_048454895.1	A.coerulescens_AC_1713_89780_hap2_1.0	Aphelocoma coerulescens					AC_1713_89780	male		Contig	2025-03-06	JBKSMK01	1027
GCA_046619055.1	AZ_1_hap2	Haemorhous mexicanus					AZ_1	male		Scaffold	2025-01-14	JBHOIX01	714
GCA_048454575.1	A.coerulescens_AC_1873_20934_hap2_1.0	Aphelocoma coerulescens					AC_1873_20934	male		Contig	2025-03-06	JBKSLU01	747
GCA_048454915.1	A.coerulescens_AC_1713_89780_hap1_1.0	Aphelocoma coerulescens					AC_1713_89780	male		Contig	2025-03-06	JBKSMJ01	1364
GCA_048454735.1	A.coerulescens_AC_1873_10752_hap2_1.0	Aphelocoma coerulescens					AC_1873_10752	female		Contig	2025-03-06	JBKSMC01	886
GCA_048454795.1	A.coerulescens_AC_1873_10702_hap2_1.0	Aphelocoma coerulescens					AC_1873_10702	female		Contig	2025-03-06	JBKSMG01	903
GCA_048182585.1	A.coerulescens_AC_1603_72872_pri_1.0	Aphelocoma coerulescens					AC_1603_72872	male		Contig	2025-02-27	JBKSJA01	1237
GCA_048454855.1	A.coerulescens_AC_1873_10093_hap2_1.0	Aphelocoma coerulescens					AC_1873_10093	male		Contig	2025-03-06	JBKSMI01	863
GCA_046619335.1	NM_1_hap1	Haemorhous mexicanus					NM_1	female		Contig	2025-01-14	JBHOJA01	816
GCA_048454615.1	A.coerulescens_AC_1873_20908_hap2_1.0	Aphelocoma coerulescens					AC_1873_20908	male		Contig	2025-03-06	JBKSLY01	894
GCA_046619135.1	NM_1_hap2	Haemorhous mexicanus					NM_1	female		Contig	2025-01-14	JBHOJB01	591
GCA_046630065.1	AZ_1_hap1	Haemorhous mexicanus					AZ_1	male		Scaffold	2025-01-14	JBHOIW01	1018
GCA_048454975.1	A.coerulescens_AC_1603_72852_hap2_1.0	Aphelocoma coerulescens					AC_1603_72852	female		Contig	2025-03-06	JBKSMO01	896
GCA_048454495.1	A.coerulescens_AC_1873_20970_hap1_1.0	Aphelocoma coerulescens					AC_1873_20970	female		Contig	2025-03-06	JBKSLN01	1200
GCA_048454475.1	A.coerulescens_AC_1873_20954_hap2_1.0	Aphelocoma coerulescens					AC_1873_20954	male		Contig	2025-03-06	JBKSLQ01	1009
GCA_046619275.1	WA_2_hap1	Haemorhous mexicanus					WA_2	male		Contig	2025-01-14	JBHOIQ01	1032
GCA_046619035.1	WA_2_hap2	Haemorhous mexicanus					WA_2	male		Contig	2025-01-14	JBHOIR01	737
GCA_048454935.1	A.coerulescens_AC_1603_72872_hap1_1.0	Aphelocoma coerulescens					AC_1603_72872	male		Contig	2025-03-06	JBKSML01	1636
GCA_048454455.1	A.coerulescens_AC_1873_20970_hap2_1.0	Aphelocoma coerulescens					AC_1873_20970	female		Contig	2025-03-06	JBKSLO01	996
GCA_048454955.1	A.coerulescens_AC_1603_72872_hap2_1.0	Aphelocoma coerulescens					AC_1603_72872	male		Contig	2025-03-06	JBKSMM01	1458
GCA_002021895.1	Canna_diploid_1.0	Calypte anna					BGI_N300	female		Contig	2017-02-28	MUGM01	1076
GCA_027406555.1	bHaeMex1.alt	Haemorhous mexicanus					bHaeMex1	female		Scaffold	2022-12-27	JAPYKD01	1003
GCA_017976305.1	bCucCan1.alt	Cuculus canorus					bCucCan1	female		Scaffold	2021-04-15	JAGIYU01	1004
GCA_003957575.1	bCalAnn1_v1.h	Calypte anna					BGI_N300	female		Scaffold	2018-12-20	RRCE01	3803
GCA_015227605.1	ASM1522760v1	Phasianus colchicus	Chinese Ring-neck					female		Scaffold	2020-11-04	WUCP01	589
GCA_046619395.1	CA_1_hap1	Haemorhous mexicanus					CA_1	male		Scaffold	2025-01-14	JBHOJE01	4932
GCA_046619145.1	CA_2_hap2	Haemorhous mexicanus					CA_2	male		Scaffold	2025-01-14	JBHOJD01	3302
GCA_046619375.1	CA_2_hap1	Haemorhous mexicanus					CA_2	male		Scaffold	2025-01-14	JBHOJC01	3996
GCA_023634115.1	bFalChe1.alt	Falco cherrug					bFalChe1	female		Scaffold	2022-06-01	JAMOAM01	4160
GCA_046619175.1	CA_1_hap2	Haemorhous mexicanus					CA_1	male		Scaffold	2025-01-14	JBHOJF01	4276
GCA_024431555.1	Saker10X.alt	Falco cherrug					JW_2022d	female		Scaffold	2022-07-25	JALPQT01	575
GCA_024432035.1	Saker10X.pri	Falco cherrug					JW_2022d	female		Scaffold	2022-07-25	JALPQS01	575
GCA_013398375.1	ASM1339837v1	Aphelocoma coerulescens					OUT-0022	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSI01	1701
GCA_045783035.1	ASM4578303v1	Turdus merula					B10K-DU-021-67	male		Scaffold	2024-12-06	JBJGGE01	78753
GCA_013398535.1	ASM1339853v1	Agelaius phoeniceus					OUT-0050	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSP01	42265
GCA_003413605.1	Chrysolophus_pictus_GenomeV1.0	Chrysolophus pictus	wild golden pheasant					male		Scaffold	2018-08-20	JRFT01	14294
GCA_027122255.1	ASM2712225v1	Falco cherrug					KBG9ROHKW9			Scaffold	2022-12-20	JAOPJX01	7201
GCA_030819885.1	bStriOcc1.0.hap1	Strix occidentalis					Sequoia	female		Scaffold	2023-08-18	JASWHT01	844
GCA_021869855.1	ASM2186985v1	Lonchura striata					L_RO	female		Scaffold	2022-02-02	JAJJMY01	22423
GCA_021869885.1	ASM2186988v1	Lonchura striata					L_UB	female		Scaffold	2022-02-02	JAJJMZ01	22905
GCA_009819805.1	bPhoRub2.alt	Phoenicopterus ruber ruber					bPhoRub2	female		Contig	2019-12-23	WNML01	3529
GCA_000687265.1	ASM68726v1	Phoenicopterus ruber ruber					BGI_N337	male	Annotation submitted by BGI	Scaffold	2014-05-08	JJRE01	76189
GCA_002372975.2	StrOccCau_2.0	Strix occidentalis caurina					Sequoia	female		Scaffold	2021-04-12	NIFN02	11571
GCA_001281735.1	ASM128173v1	Zosterops lateralis melanops								Scaffold	2015-09-14	LAII01	2933
GCA_028534605.1	ASM2853460v1	Falco rusticolus					AZ-2022	female		Scaffold	2023-02-07	JAPSEQ01	33
GCA_036925155.1	bOrePic1.0.hap2	Oreortyx pictus					RCKB1079	female		Scaffold	2024-02-29	JAUPFS01	456
GCA_043774085.1	bSelSas1.0.a	Selasphorus sasin					ALHUREF1_CCGP	female		Scaffold	2024-10-24	JBEFNL01	747
GCA_024372515.1	bSetPet1.0.a	Setophaga petechia					LACM:Birds122168	female		Scaffold	2022-07-21	JANCRB01	530
GCA_026168045.1	bCyaSte1.0.a	Cyanocitta stelleri				frontalis		female		Scaffold	2022-11-14	JANXIQ01	957
GCA_014839765.1	bSylBor1.alt	Sylvia borin					bSylBor1	male		Contig	2020-09-30	JACEWF01	775
GCA_964211795.1	bAytFer1.hap2.1	Aythya ferina								Scaffold	2024-07-30	CAXOSJ01	362
GCA_031876245.1	bPasSan2.alt	Passerculus sandwichensis					bPasSan2	female		Scaffold	2023-09-25	JAVKUX01	1242
GCA_028389885.1	bPtePen1.alt	Rhea pennata					bPtePen1	male		Contig	2023-02-01	JAQOLW01	910
GCA_965140925.1	bAytMar2.hap2.1	Aythya marila								Scaffold	2025-02-13	CBCSLJ01	459
GCA_965231265.1	bVanVan1.hap2.1	Vanellus vanellus								Scaffold	2025-03-28	CBDDMQ01	716
GCA_014839825.1	bDryPub1.alt	Dryobates pubescens					bDryPub1	female		Scaffold	2020-09-30	JACNMW01	1342
GCA_009819505.2	bCatUst1.alt.v2	Catharus ustulatus					bCatUst1	female		Scaffold	2020-11-05	WNMR02	3601
GCA_009764505.1	bTauEry1.alt	Tauraco erythrolophus					bTauEry1	female		Contig	2019-12-18	WOXX01	3476
GCA_009769505.1	bPteGut1.alt	Pterocles gutturalis					bPteGut1	male		Contig	2019-12-19	WNNF01	1958
GCA_963761025.1	Chukar.1.0	Alectoris chukar								Scaffold	2023-12-12	CAVXMA01	186
GCA_929447715.1	bAccGen1.1 alternate haplotype	Astur gentilis								Scaffold	2022-02-13	CAKNBJ01	4484
GCA_036321245.1	C.pugnax_Ind_genome	Calidris pugnax					Satellite male			Scaffold	2024-01-31	JAWSUA01	463
GCA_024431075.1	Gyr-110X.alt	Falco rusticolus					JW_2022e	female		Scaffold	2022-07-25	JALPQR01	753
GCA_024431545.1	Gyr-110X.pri	Falco rusticolus					JW_2022e	female		Scaffold	2022-07-25	JALPQQ01	753
GCA_024431065.1	Gyr-210X.pri	Falco rusticolus					JW_2022f	female		Scaffold	2022-07-25	JALPQO01	843
GCA_024431035.1	Gyr-210X.alt	Falco rusticolus					JW_2022f	female		Scaffold	2022-07-25	JALPQP01	842
GCA_045784135.1	ASM4578413v1	Setophaga petechia					B10K-D-TB-50			Scaffold	2024-12-06	JBJGHP01	100109
GCA_030674495.1	ASM3067449v1	Pygoscelis papua					Gentoo_Kerguelen	female	Annotation submitted by BGI	Scaffold	2023-08-07	JAHCMA01	19331
GCA_013398555.1	ASM1339855v1	Haliaeetus albicilla					OUT-0040	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSQ01	6418
GCA_006229135.1	ASM622913v1	Anser indicus					heart tissue			Scaffold	2019-06-11	VDDG01	10527
GCA_021966175.1	bArtBel1.0.a	Artemisiospiza belli				canescens	MVZ Bird 192114	female		Scaffold	2022-02-04	JAKDEX01	43035
GCA_030512405.1	ASM3051240v1	Pygoscelis papua					Gentoo_Falklands	female	Annotation submitted by BGI	Scaffold	2023-07-20	JAGYXX01	18913
GCA_010090195.1	BGI_Ppap.V1	Pygoscelis papua					DNA -4		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VUKY01	18750
GCA_013398685.1	ASM1339868v1	Acrocephalus arundinaceus					OUT-0054	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZST01	29468
GCA_011800025.1	REN_Cmacq_2.0	Chlamydotis macqueenii				Wild	M01N03509	male		Scaffold	2020-03-31	JAAGBA01	5856
GCA_002002965.2	Ciconia boyciana_ver2.0	Ciconia boyciana		NIES stored tissue culture 2881A			2881A			Scaffold	2019-05-08	BDFF02	50011
GCA_003342835.1	rhePen1	Rhea pennata					206185	male		Scaffold	2018-07-26	PTJI01	3019
GCA_012487025.1	Agentilis_1.0	Astur gentilis								Scaffold	2020-04-08	BJER01	25797
GCA_001458055.1	ruff_EG1	Calidris pugnax								Scaffold	2015-11-06	CZLE01	47740
GCA_011799995.1	REN_Cmacq_1.0	Chlamydotis macqueenii				Wild	M05N06140	male		Scaffold	2020-03-31	JAAGAZ01	3116
GCA_013400015.1	ASM1340001v1	Sylvia borin					B10K-DU-002-19	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBG01	31497
GCA_004320185.1	Haliaeetus albicilla_ver1.0	Haliaeetus albicilla								Scaffold	2019-02-16	BJBZ01	35313
GCA_025727675.1	ASM2572767v1	Ciconia boyciana					SETZI3XW1M			Scaffold	2022-10-17	JAODVK01	13269
GCA_028565315.1	ASM2856531v1	Scolopax rusticola					UWBM 47280			Scaffold	2023-02-09	JAOWAS01	10281
GCA_004320145.1	Accipiter nisus_ver1.0	Accipiter nisus								Scaffold	2019-02-16	BJBX01	44975
GCA_025727775.1	ASM2572777v1	Astur gentilis					W521CGT8ZW			Scaffold	2022-10-17	JAOEIF01	7086
GCA_050573435.1	ASM5057343v1	Anser indicus					UAM:Bird:18079			Scaffold	2025-05-26	JBNPVO01	42125
GCA_003264685.1	ASM326468v1	Pygoscelis papua					GGV29			Scaffold	2018-06-25	NDHE01	1783
GCA_003264615.1	ASM326461v1	Pygoscelis papua					ELE206			Scaffold	2018-06-25	NDHF01	1783
GCA_041043765.1	ASM4104376v1	Vanellus vanellus					2C04NWIG0B			Scaffold	2024-08-05	JBFTGO01	243444
GCA_009430485.1	ANU_Anthochaera_phrygia_1.0	Anthochaera phrygia				Blue Mountains		female		Scaffold	2019-10-31	VJPA01	265121
GCA_023344045.1	bLagMut1 alternate	Lagopus muta					bLagMut1	female		Scaffold	2022-05-12	JAMCCU01	3212
GCA_032362415.1	ASM3236241v1	Zonotrichia leucophrys gambelii		UVA				male		Scaffold	2023-10-04	JAJHPG01	20144
GCA_029286905.1	ASM2928690v1	Willisornis vidua						female	Annotation submitted by LNCC	Scaffold	2023-03-20	WHWB01	38469
GCA_001039765.2	AptMant0	Apteryx mantelli mantelli								Contig	2015-06-23		326827
GCA_022577445.1	bPasSan1.0.p	Passerculus sandwichensis alaudinus					FMNH 499929	male		Scaffold	2022-03-15	JAKOOL01	336
GCA_022578375.1	bPasSan1.0.a	Passerculus sandwichensis alaudinus					FMNH 499929	male		Scaffold	2022-03-15	JAKOOM01	29743
GCA_021164005.1	ASM2116400v1	Willisornis vidua nigrigula					JTW1144	male		Scaffold	2021-12-10	JAJPCS01	21748
GCA_004320205.1	Lagopus muta japonica_ver1.0	Lagopus muta japonica								Scaffold	2019-02-15	BJCA01	62806
GCA_039999165.1	bLatdis1.pri.20230816.fasta.gz	Lathamus discolor					21-0168_LSa	female		Contig	2024-05-31	JAXCIO01	844
GCA_028536645.1	bAphCal1.0.hap2	Aphelocoma californica				California	MVZ Bird 193978	female		Scaffold	2023-02-07	JAQMYS01	1631
GCA_003402825.1	Coha_1.0	Corvus hawaiiensis					Ho'ike i ka pono	male		Contig	2018-08-16	QORP01	670
GCA_029207785.1	bChaFas1.0.hap2	Chamaea fasciata				frontalis	MVZ Bird 193981	female		Scaffold	2023-03-14	JARCOR01	1350
GCA_009819845.1	bAytFul2.alt	Aythya fuligula					bAytFul2	female		Scaffold	2019-12-23	WNMN01	780
GCA_964188375.1	bButBut1.hap2.1	Buteo buteo								Scaffold	2024-06-19	CAXLPF01	458
GCA_022818055.1	ASM2281805v1	Emberiza elegans					IOZ_CQ18213	male		Scaffold	2022-04-05	JAJHUK01	380
GCA_965278735.1	bCygCyg1.hap2.1	Cygnus cygnus								Scaffold	2025-05-10	CBDIHA01	1430
GCA_965277975.1	bAnsEry1.hap2.1	Anser erythropus								Scaffold	2025-05-03	CBDIEG01	524
GCA_009651025.1	bCorMon1.alt	Corvus moneduloides					bCorMon1	female		Contig	2019-11-12	WHPP01	894
GCA_022605895.1	bRalLim1.0.a	Rallus limicola					171378401			Scaffold	2022-03-17	JAKCPA01	4450
GCA_050242785.1	bBubSca2_p1.1	Bubo scandiacus					SnowyOwl01	female		Contig	2025-05-07	JBMEYF01	3606
GCA_046119005.1	bButVir1_a1.1	Butorides virescens					GreenHeron01	male		Contig	2024-12-17	JBHEPU01	1314
GCA_009819585.1	bMerNub1.alt	Merops nubicus					bMerNub1	female		Contig	2019-12-23	WNMV01	3296
GCA_050242815.1	bBubSca2_a1.1	Bubo scandiacus					SnowyOwl01	female		Contig	2025-05-07	JBMEYG01	1797
GCA_009819485.1	bCarCri1.alt	Cariama cristata					bCarCri1	female		Scaffold	2019-12-23	WNMP01	2840
GCA_963082445.1	bNesMay2.1 alternate haplotype	Nesoenas mayeri								Contig	2023-08-08	CAUJAQ01	1277
GCA_023634305.1	bFalBia1.alt	Falco biarmicus					bFalBia1	female		Contig	2022-06-01	JAMOAU01	3090
GCA_965151595.1	bCygCol1.1 alternate haplotype	Cygnus columbianus								Scaffold	2025-02-15	CBCUAL01	600
GCA_016880875.1	bAcaChl1.alt	Acanthisitta chloris					bAcaChl1	female		Scaffold	2021-02-10	JAFCHR01	2879
GCA_963924255.1	bChrRid1.1 alternate haplotype	Chroicocephalus ridibundus								Contig	2024-01-20	CAWUPG01	2754
GCA_026170555.1	bMelFor1.0.a	Melanerpes formicivorus				bairdi		female		Scaffold	2022-11-14	JANXIO01	2294
GCA_027559525.1	bAcrTri1.alt	Acridotheres tristis					bArcTri1	female		Scaffold	2023-01-03	JAPZMP01	2221
GCA_965231325.1	bBraCan1.1 alternate haplotype	Branta canadensis								Contig	2025-03-28	CBDDMW01	4426
GCA_963243765.1	bPsiEch3.1 alternate haplotype	Psittacula echo								Contig	2023-08-20	CAUJLE01	2130
GCA_963921815.1	bPhaCar2.1 alternate haplotype	Phalacrocorax carbo								Contig	2024-01-12	CAWUGX01	3116
GCA_965250405.1	bColPal1.1 alternate haplotype	Columba palumbus								Contig	2025-04-20	CBDFOH01	6521
GCA_026419925.1	bHarHar1	Harpia harpyja					bHarHar1	female		Scaffold	2022-11-25	JAPMHX01	5968
GCA_003426825.1	eyr_v1	Eopsaltria australis					EYR054	female		Scaffold	2018-08-23	QKXG01	20702
GCA_903797565.2	bEriRub2.2 alternate haplotype	Erithacus rubecula								Scaffold	2021-03-21	CAIGJN02	3668
GCA_020740675.1	bCorHaw1.alt.cur	Corvus hawaiiensis					bCorHaw1	female		Contig	2021-11-03	JAJGSZ01	2762
GCA_027474345.1	bSphHub1.alt	Spheniscus humboldti					bSphHub1	female		Scaffold	2022-12-27	JAPZLK01	4342
GCA_013398495.1	ASM1339849v1	Vidua chalybeata					OUT-0048	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNB01	3351
GCA_030449815.1	bPelCri1.alt	Pelecanus crispus					bPelCri1	female		Contig	2023-07-13	JAUANZ01	7284
GCA_009650515.1	UO_Cmon_1.0	Corvus moneduloides					NC3			Scaffold	2019-11-12	VRTO01	2996
GCA_013398675.1	ASM1339867v1	Corvus moneduloides					OUT-0060	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNF01	2993
GCA_009769485.2	bCygOlo1.alt.v2	Cygnus olor					bCygOlo1	male		Scaffold	2021-03-30	WNMJ02	5626
GCA_017310255.1	ASM1731025v1	Butorides virescens					ROMO101590	male		Contig	2021-03-09	JADKXX01	29147
GCA_006130075.1	GSC_cangoose_1.0	Branta canadensis					SJ_97			Scaffold	2019-06-05	SNRU01	14961
GCA_017639225.1	C.kubaryi_AGA036_a1.0	Corvus kubaryi					FWS band 111438036	male		Scaffold	2021-03-30	JAEMUT01	1443
GCA_017315185.1	ASM1731518v1	Bubo scandiacus						female		Scaffold	2021-03-09	JADKXW01	10369
GCA_024433255.1	Lanner10X.alt	Falco biarmicus					JW_2022a	female		Scaffold	2022-07-25	JALPQZ01	728
GCA_024433245.1	Lanner10X.pri	Falco biarmicus					JW_2022a	female		Scaffold	2022-07-25	JALPQY01	729
GCA_003342815.1	eudEle1	Eudromia elegans					44215	male		Scaffold	2018-07-26	PTEX01	2364
GCA_013398625.1	ASM1339862v1	Poecile atricapillus					OUT-0023	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSS01	3149
GCA_011421415.2	BCCH_new_scaffold_names	Poecile atricapillus						male		Scaffold	2023-06-20	JAAMOC02	1870
GCA_024431025.1	CommonKestrel10X.alt	Falco tinnunculus					JW_2022h	female		Scaffold	2022-07-25	JALPQL01	1016
GCA_045787325.1	ASM4578732v1	Strix aluco					B10K-D-MOB-86			Scaffold	2024-12-06	JBJGJI01	36666
GCA_013397215.1	ASM1339721v1	Cardinalis cardinalis					B10K-DU-001-69	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYXE01	39279
GCA_013401155.1	ASM1340115v1	Molothrus ater					OUT-0049	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUF01	144198
GCA_013396415.1	ASM1339641v1	Casuarius casuarius					B10K-LSUMZ-50683	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWPT01	3215
GCA_026979555.1	bVidCha1 purged dups haplotype	Vidua chalybeata					OUT-0048	female		Contig	2022-12-16	JAPVRA01	1939
GCA_013397355.1	ASM1339735v1	Motacilla alba					B10K-DU-001-75	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXBE01	21258
GCA_013398775.1	ASM1339877v1	Eudromia elegans					B10K-LSUMZ-16893	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSX01	2568
GCA_013398395.1	ASM1339839v1	Erithacus rubecula					OUT-0015	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSK01	2673
GCA_013398195.1	ASM1339819v1	Caloenas nicobarica					OUT-0007	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSB01	3685
GCA_018127105.1	ASM1812710v1	Corvus kubaryi		Rota			21-23-1	male		Contig	2021-04-22	JAERVN01	60249
GCA_002003005.2	Gallirallus_okinawae_ver2.0	Hypotaenidia okinawae								Scaffold	2019-05-11	BDFH02	41622
GCA_013390085.1	ASM1339008v1	Grus americana					B10K-DU-012-65	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-06	WEIX01	33501
GCA_023170095.1	Spheniscus_humboldti_v01	Spheniscus humboldti					549	female		Scaffold	2022-04-01	BLXI01	56372
GCA_025504755.1	ASM2550475v1	Buteo buteo								Scaffold	2022-09-30	JANVCR01	12826
GCA_045783345.1	ASM4578334v1	Bubo scandiacus					B10K-DU-010-24	male		Scaffold	2024-12-06	JBJGGT01	93331
GCA_010332995.1	FalTin1.0	Falco tinnunculus					ck-nibr-243			Scaffold	2020-02-04	PYXA01	69109
GCA_049176835.1	ASM4917683v1	Cygnus columbianus					ANSP:skin:203246			Scaffold	2025-03-30	JBMAIK01	39180
GCA_010076325.1	BGI_Shum.V1	Spheniscus humboldti					Z-67-15		Annotation submitted by BGI-Shenzhen	Scaffold	2020-01-31	VUKW01	11265
GCA_027574805.1	ASM2757480v1	Ciconia ciconia					SL4TFNYKG7			Scaffold	2023-01-06	JAODXU01	7702
GCA_046270725.1	ASM4627072v1	Bubo scandiacus					IRGN E64L57BMRT			Scaffold	2024-12-25	JBJPHA01	29701
GCA_014362685.1	C_cygnus_scaffold_01	Cygnus cygnus								Scaffold	2020-08-22	BMBB01	25888
GCA_003264635.1	ASM326463v1	Pygoscelis adeliae					AROSS103			Scaffold	2018-06-25	NDHG01	1783
GCA_003264545.1	ASM326454v1	Spheniscus humboldti					CH48			Scaffold	2018-06-25	NDHA01	1783
GCA_003264665.1	ASM326466v1	Pygoscelis adeliae					acrt75a			Scaffold	2018-06-25	NDHH01	1783
GCA_003264735.1	ASM326473v1	Spheniscus humboldti					PE12			Scaffold	2018-06-25	NDHB01	1783
GCA_049942515.1	ASM4994251v1	Branta canadensis					FMNH 509057			Scaffold	2025-04-26	JBNFIV01	146977
GCA_033558465.1	ASM3355846v1	Alcedo atthis					IRGN 8NDWPLVNRM			Scaffold	2023-11-13	WYEA01	372831
