Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_947044835.1	Baltic ringed seal contig-level genome assembly	Pusa hispida botnica								Scaffold	2024-10-02	CAMRHG01	7693
GCA_963575185.1	PGDP_GorBer	Gorilla beringei								Scaffold	2023-11-02	CAUYTB01	109953
GCA_020387435.1	ASM2038743v1	Microtus richardsoni arvicoloides					DD14			Scaffold	2021-10-08	JAEPQW01	31632
GCA_034234005.1	CU_Burmeseeldsdeer	Rucervus eldii thamin	Burmese Eld's deer or Burmese brow-antlered deer				ED14M	male		Scaffold	2023-12-08	JAJHSM01	12759
GCA_006410755.1	BNG	Tragelaphus eurycerus					BNG-9162			Scaffold	2019-06-24	SJYI01	1539703
GCA_047496095.1	ASM4749609v1	Brachyteles arachnoides					Monalisa	female		Contig	2025-02-06	JBLDXT01	312
GCA_047496055.1	ASM4749605v1	Brachyteles arachnoides					Serena	female		Contig	2025-02-06	JBLDYP01	746
GCA_047496115.1	ASM4749611v1	Brachyteles arachnoides					Serena	female		Contig	2025-02-07	JBLDYO01	751
GCA_964212025.2	mMyoNat1.hap2.2	Myotis nattereri								Scaffold	2025-03-28	CAXOTF02	173
GCA_040207245.2	mMyoRut1_a1.0	Clethrionomys rutilus					NRedBackedVole01	male		Scaffold	2025-02-11	JBCDMN02	83
GCA_964264895.2	mNycLei1.hap2.2	Nyctalus leisleri								Scaffold	2025-04-02	CAXWAD02	673
GCA_964656075.2	mPipNat1.hap2.2	Pipistrellus nathusii								Scaffold	2025-05-08	CAZZRA02	453
GCA_030247035.1	ASM3024703v1	Saguinus midas					XZ-2021s	male		Scaffold	2023-06-08	DAJXSC01	3268
GCA_018282235.1	ASM1828223v1	Giraffa camelopardalis antiquorum					PLA01	male		Scaffold	2021-05-05	JABSTO01	10445
GCA_006459105.1	NPU_HINE_1.0	Hydropotes inermis				China	ZZ2017	female		Scaffold	2019-06-25	SPDZ01	22246
GCA_050230915.1	bettong.v1.2.hap2	Bettongia gaimardi					Bga_MF001_10x	male		Scaffold	2025-05-07	JBMWUR01	26622
GCA_004026645.1	PitPit_v1_BIUU	Pithecia pithecia					BS33			Scaffold	2019-01-16	PVIP01	892330
GCA_964059215.1	Assembly from San-Diego Zoo newborn	Hexaprotodon liberiensis								Scaffold	2024-05-29	CAXKWH01	129778
GCA_963574565.1	PGDP_PleCup	Plecturocebus cupreus					JT037			Scaffold	2023-11-01	CAUYQP01	113088
GCA_007455595.1	ASM745559v1	Alexandromys oeconomus					LVR207A	male		Scaffold	2019-07-25	VIIU01	562436
GCA_001651235.1	ASM165123v1	Giraffa tippelskirchi					MA1	female		Scaffold	2016-05-20	LVKQ01	513177
GCA_963574475.1	PGDP_EulMon	Eulemur mongoz								Scaffold	2023-10-30	CAUYPH01	108216
GCA_963574595.1	PGDP_VarVar	Varecia variegata								Scaffold	2023-10-30	CAUYQR01	109899
GCA_963574995.1	PGDP_EulFla	Eulemur flavifrons								Scaffold	2023-10-30	CAUYSF01	113946
GCA_008750915.1	Mjon_1.0	Microcebus sp. 3 GT-2019					MBB030	female		Scaffold	2019-09-30	VSMF01	243425
GCA_963574945.1	PGDP_EulMac	Eulemur macaco								Scaffold	2023-10-30	CAUYSD01	118089
GCA_963573685.1	PGDP_MirZaz	Mirza zaza								Scaffold	2023-10-31	CAUYML01	132573
GCA_963573485.1	PGDP_MacNig	Macaca nigra		pet animal						Scaffold	2023-11-03	CAUYNM01	166782
GCA_964186715.1	mAcoKem2_scaffolds	Acomys kempi								Scaffold	2024-06-10	CAXLJJ01	10392
GCA_963573765.1	PGDP_AloSen	Alouatta seniculus					JPB162			Scaffold	2023-11-01	CAUYNS01	175191
GCA_963574445.1	PGDP_LeoRos	Leontopithecus rosalia								Scaffold	2023-11-03	CAUYQA01	178452
GCA_963574165.1	PGDP_ChiAlb	Saguinus bicolor					unknown			Scaffold	2023-11-03	CAUYPI01	191857
GCA_963575095.1	PGDP_AloNig	Alouatta belzebul					TAP313			Scaffold	2023-11-02	CAUYTE01	187602
GCA_963573845.1	PGDP_MicArg	Mico argentatus								Scaffold	2023-11-02	CAUYNY01	185804
GCA_963574125.1	PGDP_TraCre	Trachypithecus phayrei crepuscula								Scaffold	2023-11-03	CAUYOV01	185932
GCA_963574865.1	PGDP_HylAbb	Hylobates muelleri abbotti								Scaffold	2023-11-02	CAUYSE01	185129
GCA_963574955.1	PGDP_SagImp	Saguinus imperator								Scaffold	2023-11-03	CAUYSQ01	217296
GCA_964186705.1	mAcoPer2-scaffold	Acomys percivali								Scaffold	2024-06-10	CAXLJK01	22632
GCA_024262425.1	ASM2426242v1	Chrysocyon brachyurus					Cbr17082018			Contig	2022-07-14	JALPRZ01	287963
GCA_006408565.1	GFE	Giraffa camelopardalis					GFE-hd			Scaffold	2019-06-24	SJXV01	78945
GCA_963573655.1	PGDP_LeoIll	Leontocebus fuscicollis								Scaffold	2023-11-03	CAUYOQ01	232310
GCA_963574675.1	PGDP_PerIbe	Perodicticus potto ibeanus								Scaffold	2023-10-31	CAUYRK01	224415
GCA_015708855.1	Pflavus_platanus500	Potos flavus					SDZ_MTNT-JEM001			Scaffold	2020-12-01	JAABKN01	15701
GCA_006410575.1	GMB	Oryx gazella					GMB-ly			Scaffold	2019-06-24	SJYN01	56922
GCA_963573835.1	PGDP_HapGil	Hapalemur griseus								Scaffold	2023-10-30	CAUYOU01	216046
GCA_006408655.1	LMD	Tragulus kanchil					LMD-DV			Scaffold	2019-06-24	SJXW01	185856
GCA_963573535.1	PGDP_TraMel	Trachypithecus phayrei								Scaffold	2023-11-02	CAUYQF01	422446
GCA_006408485.1	BMJ	Muntiacus crinifrons					BMJ-hj			Scaffold	2019-06-24	SJXS01	21054
GCA_001685115.1	ASM168511v1	Bramus lutescens					ElloLutescens_female_01	female		Scaffold	2016-07-14	LOJG01	413500
GCA_964212195.1	HG00358_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		623
GCA_964212945.1	HG00171_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		406
GCA_964212425.1	NA19317_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		736
GCA_964212325.1	NA20509_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		741
GCA_964212965.1	HG03683_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		418
GCA_964213075.1	HG01573_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		511
GCA_964212445.1	NA18534_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		800
GCA_964212265.1	NA19650_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		552
GCA_964213085.1	HG01114_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		497
GCA_964213115.1	NA12329_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		440
GCA_964212375.1	NA19384_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		879
GCA_964212495.1	NA19347_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		530
GCA_964212475.1	HG01505_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		665
GCA_964212205.1	HG00096_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		687
GCA_964213035.1	HG02018_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		475
GCA_964212285.1	HG03371_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		532
GCA_964212335.1	HG03456_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		631
GCA_964212305.1	HG03009_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		606
GCA_964213105.1	NA19983_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		356
GCA_964212215.1	HG01890_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		1056
GCA_964212515.1	HG02492_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		986
GCA_964212245.1	NA19320_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		767
GCA_964212535.1	HG02011_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		566
GCA_964213055.1	HG00864_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		512
GCA_964212255.1	HG03065_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		649
GCA_964212935.1	NA19036_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		414
GCA_964212505.1	HG02059_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		1115
GCA_964212465.1	HG02953_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		1248
GCA_964212235.1	HG03732_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		881
GCA_964212525.1	HG01457_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		737
GCA_964212175.1	HG01352_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		942
GCA_964212365.1	HG01596_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		923
GCA_964212345.1	HG04036_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		1246
GCA_964212975.1	HG00513_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		640
GCA_964212295.1	HG02554_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		1155
GCA_964212485.1	NA20847_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		935
GCA_964212355.1	HG02666_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		697
GCA_964212405.1	NA18989_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		891
GCA_964212275.1	HG03248_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		913
GCA_964212315.1	NA20355_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		900
GCA_964213125.1	HG00731_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		862
GCA_964213015.1	NA12878_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		1147
GCA_964212985.1	HG03520_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-29		530
GCA_964213045.1	HG00512_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-30		876
GCA_964212185.1	HG03807_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		838
GCA_964212545.1	HG04217_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		848
GCA_964213005.1	NA19240_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		843
GCA_964212225.1	HG00268_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		930
GCA_964212455.1	HG02106_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-29		1031
GCA_964212415.1	HG03452_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		1073
GCA_964212955.1	HG02769_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		724
GCA_964212995.1	NA19239_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		1083
GCA_964213095.1	HG00732_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		1174
GCA_964212385.1	NA19434_hap1hap2.f	Homo sapiens								Complete Genome	2024-08-28		1125
GCA_964213025.1	HG02282_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-30		855
GCA_964213065.1	NA19331_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		973
GCA_964212925.1	NA19836_hap1hap2_100kbpaafixed	Homo sapiens								Complete Genome	2024-08-31		997
GCA_964198665.1	HG03371.ENAUpload	Homo sapiens								Chromosome	2024-11-06		212
GCA_964198425.1	NA19317.ENAUpload	Homo sapiens								Chromosome	2024-11-05		168
GCA_964199185.1	HG01890.ENAUpload	Homo sapiens								Chromosome	2024-11-06		231
GCA_964199195.1	HG03009.ENAUpload	Homo sapiens								Chromosome	2024-11-06		193
GCA_964198645.1	NA19705.ENAUpload	Homo sapiens								Chromosome	2024-11-06		176
GCA_964198345.1	NA19239.ENAUpload	Homo sapiens								Chromosome	2024-11-05		196
GCA_964199245.1	NA19347.ENAUpload	Homo sapiens								Chromosome	2024-11-06		227
GCA_964199075.1	HG03065.ENAUpload	Homo sapiens								Chromosome	2024-11-06		347
GCA_964199255.1	NA19240.ENAUpload	Homo sapiens								Chromosome	2024-11-06		247
GCA_964198695.1	HG02011.ENAUpload	Homo sapiens								Chromosome	2024-11-06		198
GCA_964198495.1	NA19384.ENAUpload	Homo sapiens								Chromosome	2024-11-05		356
GCA_964199225.1	HG00731.ENAUpload	Homo sapiens								Chromosome	2024-11-06		164
GCA_964198175.1	HG00733.ENAUpload	Homo sapiens								Chromosome	2024-11-04		270
GCA_964198415.1	HG02666.ENAUpload	Homo sapiens								Chromosome	2024-11-05		174
GCA_964198355.1	HG03807.ENAUpload	Homo sapiens								Chromosome	2024-11-05		261
GCA_964198475.1	HG01505.ENAUpload	Homo sapiens								Chromosome	2024-11-05		363
GCA_964198305.1	NA19983.ENAUpload	Homo sapiens								Chromosome	2024-11-05		189
GCA_964198485.1	HG01114.ENAUpload	Homo sapiens								Chromosome	2024-11-05		522
GCA_964199085.1	HG03456.ENAUpload	Homo sapiens								Chromosome	2024-11-06		360
GCA_964198565.1	NA19238.ENAUpload	Homo sapiens								Chromosome	2024-11-05		375
GCA_964199165.1	NA24385.ENAUpload	Homo sapiens								Chromosome	2024-11-06		274
GCA_964199205.1	NA18534.ENAUpload	Homo sapiens								Chromosome	2024-11-09		403
GCA_964198145.1	HG00096.ENAUpload	Homo sapiens								Chromosome	2024-11-04		313
GCA_964198205.1	HG03248.ENAUpload	Homo sapiens								Chromosome	2024-11-04		302
GCA_964199695.1	NA12329.ENAUpload	Homo sapiens								Chromosome	2024-11-06		358
GCA_964198315.1	NA19036.ENAUpload	Homo sapiens								Chromosome	2024-11-05		236
GCA_964198715.1	NA19650.ENAUpload	Homo sapiens								Chromosome	2024-11-06		187
GCA_964198255.1	HG04036.ENAUpload	Homo sapiens								Chromosome	2024-11-05		453
GCA_964198215.1	HG02587.ENAUpload	Homo sapiens								Chromosome	2024-11-04		263
GCA_964198755.1	HG03732.ENAUpload	Homo sapiens								Chromosome	2024-11-06		258
GCA_964198265.1	HG03520.ENAUpload	Homo sapiens								Chromosome	2024-11-05		423
GCA_964199215.1	NA20509.ENAUpload	Homo sapiens								Chromosome	2024-11-06		348
GCA_964198335.1	HG01352.ENAUpload	Homo sapiens								Chromosome	2024-11-05		363
GCA_964198275.1	HG00513.ENAUpload	Homo sapiens								Chromosome	2024-11-05		532
GCA_964198385.1	HG01457.ENAUpload	Homo sapiens								Chromosome	2024-11-05		210
GCA_964198465.1	HG03683.ENAUpload	Homo sapiens								Chromosome	2024-11-05		236
GCA_964198165.1	HG04217.ENAUpload	Homo sapiens								Chromosome	2024-11-04		298
GCA_964198295.1	HG00358.ENAUpload	Homo sapiens								Chromosome	2024-11-05		570
GCA_964198985.1	HG01596.ENAUpload	Homo sapiens								Chromosome	2024-11-06		378
GCA_964198185.1	NA19129.ENAUpload	Homo sapiens								Chromosome	2024-11-04		228
GCA_964199715.1	HG02018.ENAUpload	Homo sapiens								Chromosome	2024-11-06		614
GCA_964198285.1	HG02554.ENAUpload	Homo sapiens								Chromosome	2024-11-05		435
GCA_964199175.1	HG02492.ENAUpload	Homo sapiens								Chromosome	2024-11-06		428
GCA_964198235.1	NA21487.ENAUpload	Homo sapiens								Chromosome	2024-11-04		448
GCA_964198325.1	NA20355.ENAUpload	Homo sapiens								Chromosome	2024-11-05		259
GCA_964198195.1	HG00171.ENAUpload	Homo sapiens								Chromosome	2024-11-04		306
GCA_964198365.1	HG00268.ENAUpload	Homo sapiens								Chromosome	2024-11-05		310
GCA_964198225.1	HG00732.ENAUpload	Homo sapiens								Chromosome	2024-11-04		919
GCA_964198555.1	HG02953.ENAUpload	Homo sapiens								Chromosome	2024-11-05		357
GCA_964198375.1	HG02282.ENAUpload	Homo sapiens								Chromosome	2024-11-05		404
GCA_964198535.1	HG00864.ENAUpload	Homo sapiens								Chromosome	2024-11-05		404
GCA_964198155.1	NA18989.ENAUpload	Homo sapiens								Chromosome	2024-11-06		503
GCA_964198575.1	NA19836.ENAUpload	Homo sapiens								Chromosome	2024-11-06		395
GCA_964198395.1	HG02059.ENAUpload	Homo sapiens								Chromosome	2024-11-05		429
GCA_964198245.1	HG00512.ENAUpload	Homo sapiens								Chromosome	2024-11-06		865
GCA_964199235.1	NA20847.ENAUpload	Homo sapiens								Chromosome	2024-11-06		444
GCA_964198525.1	HG03452.ENAUpload	Homo sapiens								Chromosome	2024-11-06		743
GCA_964198405.1	NA19331.ENAUpload	Homo sapiens								Chromosome	2024-11-05		680
GCA_964198545.1	HG00514.ENAUpload	Homo sapiens								Chromosome	2024-11-05		938
GCA_964198445.1	HG02769.ENAUpload	Homo sapiens								Chromosome	2024-11-05		643
GCA_964199705.1	HG01573.ENAUpload	Homo sapiens								Chromosome	2024-11-06		537
GCA_964198435.1	HG02818.ENAUpload	Homo sapiens								Chromosome	2024-11-05		629
GCA_964198505.1	NA19434.ENAUpload	Homo sapiens								Chromosome	2024-11-05		318
GCA_964198455.1	HG02106.ENAUpload	Homo sapiens								Chromosome	2024-11-05		567
GCA_964198515.1	NA18939.ENAUpload	Homo sapiens								Chromosome	2024-11-05		559
GCA_000442335.2	LinearCen1.1 (normalized)	Homo sapiens						male		Chromosome	2013-12-06	DAAF01	146
GCA_000306695.2	CHM1_1.1	Homo sapiens					CHM1			Chromosome	2013-06-14	AMYH02	163
GCF_000306695.2	CHM1_1.1	Homo sapiens					CHM1		NCBI Homo sapiens Annotation Release 108	Chromosome	2013-06-14	AMYH02	163
GCA_000002125.2	HuRef	Homo sapiens						male		Chromosome	2007-09-24	ABBA01	4530
GCF_000002125.1	HuRef	Homo sapiens						male		Chromosome	2007-09-24	ABBA01	4530
GCA_000365445.1	CSA	Homo sapiens								Chromosome	2004-02-25	AADC01	54061
GCA_000002115.2	WGSA	Homo sapiens								Chromosome	2004-02-25	AADD01	4940
GCA_922000895.2	AKR_J_v3	Mus musculus								Chromosome	2022-07-01	CAKLHW02	194
GCA_921998635.2	FVB_NJ_v3	Mus musculus								Chromosome	2022-07-01	CAKLHT02	375
GCA_001624295.1	AKR_J_v1	Mus musculus		AKR/J				female		Chromosome	2016-04-26	LVXJ01	5952
GCA_000002165.1	Mm_Celera	Mus musculus		mixed					Annotation submitted by Celera Genomics	Chromosome	2009-03-04	AAHY01	668539
GCA_001624215.1	A_J_v1	Mus musculus		A/J				female		Chromosome	2016-04-26	LVXI01	4687
GCA_001624745.1	NZO_HlLtJ_v1	Mus musculus		NZO/HiLtJ				female		Chromosome	2016-04-26	LVXT01	7021
GCA_001632525.1	BALB_cJ_v1	Mus musculus		BALB/cJ				female		Chromosome	2016-05-09	LVXK01	3824
GCA_001624535.1	FVB_NJ_v1	Mus musculus		FVB/NJ				female		Chromosome	2016-04-26	LVXQ01	5012
GCA_001632575.1	C3H_HeJ_v1	Mus musculus		C3H/HeJ				female		Chromosome	2016-05-09	LVXL01	4068
GCA_001624185.1	129S1_SvImJ_v1	Mus musculus		129S1/SvImJ				female		Chromosome	2016-04-26	LVXH01	7153
GCA_001624505.1	DBA_2J_v1	Mus musculus		DBA/2J				female		Chromosome	2016-04-26	LVXP01	4104
GCA_001624475.1	CBA_J_v1	Mus musculus		CBA/J				female		Chromosome	2016-04-26	LVXO01	5465
GCA_001632555.1	C57BL_6NJ_v1	Mus musculus		C57BL/6NJ				female		Chromosome	2016-05-09	LVXM01	3893
GCA_001632615.1	LP_J_v1	Mus musculus		LP/J				female		Chromosome	2016-05-09	LVXR01	3498
GCA_001624675.1	NOD_ShiLtJ_v1	Mus musculus		NOD/ShiLtJ				female		Chromosome	2016-04-26	LVXS01	5543
GCA_001624775.1	PWK_PhJ_v1	Mus musculus musculus		PWK/PhJ				female		Chromosome	2016-04-26	LVXU01	3139
GCA_921998345.2	WSB_EiJ_v3	Mus musculus domesticus								Chromosome	2022-07-01	CAKLHL02	231
GCA_001624835.1	WSB_EiJ_v1	Mus musculus domesticus		WSB/EiJ				female		Chromosome	2016-04-26	LVXW01	2238
GCA_921999005.2	CAST_EiJ_v3	Mus musculus castaneus								Chromosome	2022-07-01	CAKLHS02	146
GCA_001624445.1	CAST_EiJ_v1	Mus musculus castaneus		CAST/EiJ				female		Chromosome	2016-04-26	LVXN01	2976
GCA_015227675.2	mRatBN7.2	Rattus norvegicus		BN/NHsdMcwi				male		Chromosome	2020-11-10	JACYVU01	175
GCF_015227675.2	mRatBN7.2	Rattus norvegicus		BN/NHsdMcwi				male	GCF_015227675.2-RS_2023_06	Chromosome	2020-11-10	JACYVU01	175
GCA_000001895.4	Rnor_6.0	Rattus norvegicus		mixed				pooled males and females		Chromosome	2014-07-01	AABR07	1394
GCF_000001895.5	Rnor_6.0	Rattus norvegicus		mixed				pooled males and females	NCBI Rattus norvegicus Annotation Release 106	Chromosome	2014-07-01	AABR07	1394
GCF_000002265.2	Rn_Celera	Rattus norvegicus		BN; Sprague-Dawley					NCBI Rattus norvegicus Annotation Release 106	Chromosome	2006-12-06	AAHX01	7271
GCA_000002265.1	Rn_Celera	Rattus norvegicus		BN; Sprague-Dawley					Annotation submitted by Celera Genomics	Chromosome	2006-12-06	AAHX01	392288
GCA_963921495.1	NRF	Bos taurus								Chromosome	2024-06-26	CAWUFT01	715
GCA_947034695.1	seqoccin.Bt.char.v1.0	Bos taurus		mammals						Chromosome	2022-10-29	CAMQPY01	1391
GCA_000003205.6	Btau_5.0.1	Bos taurus	Hereford					pooled male and female		Chromosome	2015-11-19	AAFC05	5998
GCF_000003205.7	Btau_5.0.1	Bos taurus	Hereford					pooled male and female	NCBI Bos taurus Annotation Release 105	Chromosome	2015-11-19	AAFC05	5998
GCA_000003055.5	Bos_taurus_UMD_3.1.1	Bos taurus	Hereford					pooled male and female	Annotation submitted by Center for Bioinformatics and Computational Biology, University of Maryland	Chromosome	2014-11-25	DAAA02	6336
GCF_000003055.6	Bos_taurus_UMD_3.1.1	Bos taurus	Hereford					pooled male and female	NCBI Bos taurus Annotation Release 105	Chromosome	2014-11-25	DAAA02	6336
GCA_005444595.1	UMICH_Zoey_3.1	Canis lupus familiaris	Great Dane				Zoey	female		Chromosome	2019-05-30	REHQ01	793
GCF_005444595.1	UMICH_Zoey_3.1	Canis lupus familiaris	Great Dane				Zoey	female	NCBI Canis lupus familiaris Annotation Release 106	Chromosome	2019-05-30	REHQ01	793
GCA_000772875.3	Mmul_8.0.1	Macaca mulatta					17573	female		Chromosome	2015-11-30	JSUE03	286262
GCF_000772875.2	Mmul_8.0.1	Macaca mulatta					17573	female	NCBI Macaca mulatta Annotation Release 102	Chromosome	2015-11-30	JSUE03	286262
GCF_000002255.3	Mmul_051212	Macaca mulatta					17573	female		Chromosome	2006-02-27	AANU01	124035
GCA_000002255.2	Mmul_051212	Macaca mulatta					17573	female		Chromosome	2006-02-27	AANU01	124054
GCA_002742125.1	Oar_rambouillet_v1.0	Ovis aries	Rambouillet	OAR_USU_Benz2616				female		Chromosome	2017-11-02	PEKD01	2640
GCF_002742125.1	Oar_rambouillet_v1.0	Ovis aries	Rambouillet	OAR_USU_Benz2616				female	NCBI Ovis aries Annotation Release 103	Chromosome	2017-11-02	PEKD01	2640
GCA_000298735.2	Oar_v4.0	Ovis aries	Texel							Chromosome	2015-11-20	AMGL02	5465
GCF_000298735.2	Oar_v4.0	Ovis aries	Texel						NCBI Ovis aries Annotation Release 102	Chromosome	2015-11-20	AMGL02	5465
GCA_000005525.1	Ovis_aries_1.0	Ovis aries	mixed					female		Chromosome	2010-02-25	ACIV01	1331
GCA_009806435.2	UM_NZW_1.0	Oryctolagus cuniculus	New Zealand White				DNA-2018	male		Chromosome	2021-02-04	VIYN02	3159
GCF_009806435.1	UM_NZW_1.0	Oryctolagus cuniculus	New Zealand White				DNA-2018	male	GCF_009806435.1-RS_2023_02	Chromosome	2021-02-04	VIYN02	3159
GCF_000003625.3	OryCun2.0	Oryctolagus cuniculus	Thorbecke inbred					female	NCBI Oryctolagus cuniculus Annotation Release 102	Chromosome	2009-10-20	AAGW02	3317
GCA_000003625.1	OryCun2.0	Oryctolagus cuniculus	Thorbecke inbred					female		Chromosome	2009-10-20	AAGW02	3318
GCA_012559485.3	MFA1912RKSv2	Macaca fascicularis					CE1976F			Chromosome	2021-10-26	BLPH02	400
GCF_012559485.2	MFA1912RKSv2	Macaca fascicularis					CE1976F		NCBI Macaca fascicularis Annotation Release 102	Chromosome	2021-10-26	BLPH02	400
GCA_000364345.1	Macaca_fascicularis_5.0	Macaca fascicularis						female		Chromosome	2013-06-12	AQIA01	7624
GCF_000364345.1	Macaca_fascicularis_5.0	Macaca fascicularis						female	NCBI Macaca fascicularis Annotation Release 101	Chromosome	2013-06-12	AQIA01	7624
GCA_002863925.1	EquCab3.0	Equus caballus	thoroughbred				Twilight	female		Chromosome	2018-01-05	PJAA01	4700
GCF_002863925.1	EquCab3.0	Equus caballus	thoroughbred				Twilight	female	GCF_002863925.1-RS_2024_08	Chromosome	2018-01-05	PJAA01	4700
GCF_000002305.2	EquCab2.0	Equus caballus	thoroughbred				Twilight	female	NCBI Equus caballus Annotation Release 102	Chromosome	2007-10-29	AAWR02	9687
GCA_000002305.1	EquCab2.0	Equus caballus	thoroughbred				Twilight	female		Chromosome	2007-10-29	AAWR02	9687
GCA_009663435.2	Callithrix_jacchus_cj1700_1.1	Callithrix jacchus		cj1700				female		Chromosome	2020-05-22	WJHW01	993
GCF_009663435.1	Callithrix_jacchus_cj1700_1.1	Callithrix jacchus		cj1700			SNPRC 17081; SNPRC 17065; SNPRC 17066	female	NCBI Callithrix jacchus Annotation Release 105	Chromosome	2020-05-22	WJHW01	993
GCA_000004665.1	Callithrix jacchus-3.2	Callithrix jacchus								Chromosome	2010-01-22	ACFV01	16399
GCF_000004665.1	Callithrix jacchus-3.2	Callithrix jacchus							NCBI Callithrix jacchus Annotation Release 104	Chromosome	2010-01-22	ACFV01	16399
GCA_002933975.1	ASM293397v1	Bos indicus	Gir					male		Chromosome	2018-02-22	PRDE01	216408
GCA_000247795.2	Bos_indicus_1.0	Bos indicus	Nelore				QUIL7308	male		Chromosome	2014-11-25	AGFL01	31
GCF_000247795.1	Bos_indicus_1.0	Bos indicus	Nelore				QUIL7308	male	NCBI Bos indicus Annotation Release 100	Chromosome	2014-11-25	AGFL01	31
GCA_000409795.2	Chlorocebus_sabeus 1.1	Chlorocebus sabaeus					1994-021	male		Chromosome	2014-03-25	AQIB01	2021
GCF_000409795.2	Chlorocebus_sabeus 1.1	Chlorocebus sabaeus					1994-021	male	NCBI Chlorocebus sabaeus Annotation Release 100	Chromosome	2014-03-25	AQIB01	2021
GCA_003121395.1	UOA_WB_1	Bubalus bubalis	Mediterranean					female		Chromosome	2018-05-14	PZYV01	508
GCF_003121395.1	UOA_WB_1	Bubalus bubalis	Mediterranean					female	NCBI Bubalus bubalis Annotation Release 101	Chromosome	2018-05-14	PZYV01	508
GCA_019923925.1	NDDB_DH_1	Bubalus bubalis	Murrah				160015118507	female		Chromosome	2021-09-10	VDCC01	33
GCF_019923925.1	NDDB_DH_1	Bubalus bubalis	Murrah				160015118507	female	NCBI Bubalus bubalis Annotation Release 102	Chromosome	2021-09-10	VDCC01	33
